City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
145,San Mariano,PH,2020-05-26 22:58:20,7.5,126.0,78.8,100,75,2.24
146,Verkhoyansk,RU,2020-05-26 22:58:20,67.54,133.38,66.51,46,0,9.35
147,Beringovskiy,RU,2020-05-26 22:56:08,63.05,179.32,33.82,97,100,4.45
148,Acapulco,MX,2020-05-26 22:58:20,16.86,-99.89,84.2,62,90,16.11
149,Makakilo City,US,2020-05-26 22:58:21,21.35,-158.09,84.2,58,90,8.05
150,Tuktoyaktuk,CA,2020-05-26 22:55:39,69.45,-133.04,37.4,74,20,12.75
151,Mirabad,AF,2020-05-26 22:58:21,30.44,61.84,83.46,21,0,16.4
152,Hilo,US,2020-05-26 22:51:24,19.73,-155.09,84.2,54,75,10.29
153,Novobirilyussy,RU,2020-05-26 22:58:21,56.95,90.67,38.44,81,55,8.05
154,Bandarbeyla,SO,2020-05-26 22:58:21,9.49,50.81,81.79,80,99,23.6
155,Paulo Afonso,BR,2020-05-26 22:58:21,-9.41,-38.21,77.16,78,100,1.72
156,Kruisfontein,ZA,2020-05-26 22:56:24,-34.0,24.73,46.44,80,69,13.53
157,Shaowu,CN,2020-05-26 22:58:22,27.34,117.48,69.67,81,97,1.57
158,Chokurdakh,RU,2020-05-26 22:55:30,70.63,147.92,52.48,42,91,18.03
159,Kandrian,PG,2020-05-26 22:55:41,-6.22,149.55,84.47,74,53,8.01
160,Pochutla,MX,2020-05-26 22:58:22,15.74,-96.47,91.4,43,90,8.99
161,Vila Franca Do Campo,PT,2020-05-26 22:56:41,37.72,-25.43,66.2,88,75,8.05
162,Vardo,NO,2020-05-26 22:56:04,70.37,31.11,44.6,65,3,5.82
163,Avera,US,2020-05-26 22:58:22,33.19,-82.53,73.4,89,90,5.82
164,Senador Jose Porfirio,BR,2020-05-26 22:58:22,-2.59,-51.95,78.12,83,27,2.21
165,Vestmannaeyjar,IS,2020-05-26 22:56:28,63.44,-20.27,45.66,75,88,15.77
166,Nan,TH,2020-05-26 22:58:23,18.83,100.67,74.71,86,5,0.56
167,Chumikan,RU,2020-05-26 22:55:59,54.72,135.31,38.97,86,95,5.79
168,Guayanilla,PR,2020-05-26 22:58:23,18.02,-66.79,82.99,70,87,3.0
169,Chernyshevskiy,RU,2020-05-26 22:58:23,63.01,112.47,45.5,58,1,8.84
170,Lorengau,PG,2020-05-26 22:58:23,-2.02,147.27,85.8,69,36,9.78
171,Cidreira,BR,2020-05-26 22:51:23,-30.18,-50.21,57.83,71,100,16.98
172,Chateau-Gontier,FR,2020-05-26 22:58:23,47.83,-0.7,64.4,67,7,8.05
173,Faanui,PF,2020-05-26 22:55:41,-16.48,-151.75,82.0,73,22,4.72
174,Port-Cartier,CA,2020-05-26 22:58:24,50.03,-66.87,75.2,27,90,10.29
175,Ponta Delgada,PT,2020-05-26 22:56:28,37.73,-25.67,66.2,88,75,8.05
176,Hasaki,JP,2020-05-26 22:56:14,35.73,140.83,66.2,100,75,6.93
177,Provideniya,RU,2020-05-26 22:56:23,64.38,-173.3,41.0,75,75,15.66
178,Opuwo,NA,2020-05-26 22:58:24,-18.06,13.84,54.99,47,7,0.92
179,Lompoc,US,2020-05-26 22:56:18,34.64,-120.46,80.6,53,20,11.41
180,Miyako,JP,2020-05-26 22:58:24,39.64,141.95,65.08,65,91,7.11
181,Severo-Yeniseyskiy,RU,2020-05-26 22:58:24,60.37,93.04,34.56,86,38,9.66
182,Conceicao Do Araguaia,BR,2020-05-26 22:58:25,-8.26,-49.26,75.2,94,100,2.24
183,Waipawa,NZ,2020-05-26 22:56:42,-41.41,175.52,55.0,63,64,1.99
184,Douglas,US,2020-05-26 22:58:25,41.3,-96.17,68.0,82,90,14.99
185,Aklavik,CA,2020-05-26 22:56:10,68.22,-135.01,42.8,84,40,9.17
186,Knysna,ZA,2020-05-26 22:58:25,-34.04,23.05,46.4,87,80,8.05
187,Mackay,AU,2020-05-26 22:55:50,-21.15,149.2,64.0,87,3,5.82
188,Coquimbo,CL,2020-05-26 22:55:46,-29.95,-71.34,59.0,77,75,4.7
189,Katherine,AU,2020-05-26 22:57:31,-14.47,132.27,66.2,68,75,5.82
190,Saint George,US,2020-05-26 22:56:18,37.1,-113.58,96.01,10,1,9.17
191,Tuatapere,NZ,2020-05-26 22:55:29,-46.13,167.68,50.63,76,36,2.77
192,Marathon,US,2020-05-26 22:56:05,44.9,-89.77,78.01,69,20,10.29
193,Labuhan,ID,2020-05-26 22:58:26,-6.88,112.21,79.25,87,64,10.47
194,Ostrovnoy,RU,2020-05-26 22:55:39,68.05,39.51,39.76,71,4,6.35
195,Bonavista,CA,2020-05-26 22:58:26,48.65,-53.11,47.14,88,100,19.84
196,Thongwa,MM,2020-05-26 22:58:26,16.76,96.53,80.6,94,40,4.7
